name,link_id,from_node_id,to_node_id,facility_type,link_type,length,lanes,free_speed,capacity,dir_flag,cost,VDF_alpha,VDF_beta,VDF_plf,ref_volume,ref_cost,allowed_uses,,base_volume,base_vol_auto
,20,20,10312,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,141.04,0.125,,,141.04,141.04
,21,21,10313,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,563.11,0.1075,,,563.11,563.11
,22,22,10314,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1593.46,0.125,,,1593.46,1593.46
,23,23,10315,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,440.25,0.1075,,,440.25,440.25
,24,24,10316,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,534.23,0.125,,,534.23,534.23
,25,25,10317,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,493.92,0.1075,,,493.92,493.92
,26,26,10318,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,692.28,0.125,,,692.28,692.28
,27,27,10319,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,507.37,0.1075,,,507.37,507.37
,28,28,10320,Highway,100,0.93,1,25,100000,1,0,0.15,4,1,976.86,0.2325,,,976.86,976.86
,29,29,10321,Highway,100,0.93,1,25,100000,1,0,0.15,4,1,429.62,0.2325,,,429.62,429.62
,30,30,10322,Highway,100,0.92,1,25,100000,1,0,0.15,4,1,243.97,0.23,,,243.97,243.97
,31,31,10323,Highway,100,0.39,1,25,100000,1,0,0.15,4,1,363.3,0.0975,,,363.3,363.3
,32,32,10324,Highway,100,0.49,1,25,100000,1,0,0.15,4,1,1990.47,0.1225,,,1990.47,1990.47
,33,33,10325,Highway,100,0.54,1,25,100000,1,0,0.15,4,1,1619.63,0.135,,,1619.63,1619.63
,34,34,10326,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2193.06,0.125,,,2193.06,2193.06
,35,35,10327,Highway,100,0.3,1,25,100000,1,0,0.15,4,1,923.53,0.075,,,923.53,923.53
,36,36,10328,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2128.05,0.125,,,2128.05,2128.05
,37,37,10329,Highway,100,0.42,1,25,100000,1,0,0.15,4,1,2438.97,0.105,,,2438.97,2438.97
,38,38,10330,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1566.86,0.125,,,1566.86,1566.86
,39,39,10331,Highway,100,0.48,1,25,100000,1,0,0.15,4,1,4524.87,0.12,,,4524.87,4524.87
,40,40,10332,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1914.75,0.125,,,1914.75,1914.75
,41,41,10333,Highway,100,0.55,1,25,100000,1,0,0.15,4,1,3974.05,0.1375,,,3974.05,3974.05
,42,42,10334,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2321.34,0.125,,,2321.34,2321.34
,43,43,10335,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3322.34,0.125,,,3322.34,3322.34
,44,44,10336,Highway,100,0.41,1,25,100000,1,0,0.15,4,1,779.17,0.1025,,,779.17,779.17
,45,45,10337,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2540.96,0.125,,,2540.96,2540.96
,46,46,10338,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3831.61,0.125,,,3831.61,3831.61
,47,47,10339,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,4205.77,0.1075,,,4205.77,4205.77
,48,48,10340,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2153.96,0.125,,,2153.96,2153.96
,49,49,10341,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3603.1,0.125,,,3603.1,3603.1
,50,50,10342,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,4770.6,0.125,,,4770.6,4770.6
,51,51,10343,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1880.99,0.125,,,1880.99,1880.99
,52,52,10344,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2315.65,0.125,,,2315.65,2315.65
,53,53,10345,Highway,100,0.52,1,25,100000,1,0,0.15,4,1,3222.06,0.13,,,3222.06,3222.06
,54,54,4051,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,513.52,0.03,,,513.52,513.52
,55,55,2447,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,653.42,0.03,,,653.42,653.42
,56,56,4053,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,537.25,0.03,,,537.25,537.25
,57,57,4056,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,321.57,0.03,,,321.57,321.57
,58,58,4065,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,935.98,0.0325,,,935.98,935.98
,59,59,2462,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,624.75,0.0325,,,624.75,624.75
,60,60,4100,Highway,100,0.3,1,25,100000,1,0,0.15,4,1,572.97,0.075,,,572.97,572.97
,61,61,10352,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,165.87,0.0325,,,165.87,165.87
,62,62,7517,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,173.68,0.0325,,,173.68,173.68
,63,63,9339,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,489.1,0.0325,,,489.1,489.1
,64,64,10353,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,339.92,0.0325,,,339.92,339.92
,65,65,10354,Highway,100,0.15,1,25,100000,1,0,0.15,4,1,1219.66,0.0375,,,1219.66,1219.66
,66,66,9912,Highway,100,0.15,1,25,100000,1,0,0.15,4,1,891.34,0.0375,,,891.34,891.34
,67,67,4726,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,105.36,0.03,,,105.36,105.36
,68,68,9340,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,130.77,0.03,,,130.77,130.77
,69,69,2547,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,634.04,0.03,,,634.04,634.04
,70,70,2548,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,619.68,0.03,,,619.68,619.68
,71,71,10357,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,1261.43,0.0325,,,1261.43,1261.43
,72,72,9918,Highway,100,0.16,1,25,100000,1,0,0.15,4,1,450.96,0.04,,,450.96,450.96
,73,73,10355,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,208.76,0.0325,,,208.76,208.76
,74,74,2645,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,862.11,0.0325,,,862.11,862.11
,75,75,2683,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,2041.33,0.0325,,,2041.33,2041.33
,76,76,2702,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,1117.61,0.0325,,,1117.61,1117.61
,77,77,4363,Highway,100,0.14,1,25,100000,1,0,0.15,4,1,1081.31,0.035,,,1081.31,1081.31
,78,78,2485,Highway,100,0.16,1,25,100000,1,0,0.15,4,1,761.35,0.04,,,761.35,761.35
,79,79,4738,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,269.23,0.03,,,269.23,269.23
,80,80,2650,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,630.22,0.03,,,630.22,630.22
,81,81,4414,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,2490.86,0.03,,,2490.86,2490.86
,82,82,10361,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,2209.2,0.03,,,2209.2,2209.2
,83,83,10362,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,755.14,0.0325,,,755.14,755.14
,84,84,4474,Highway,100,0.19,1,25,100000,1,0,0.15,4,1,672.45,0.0475,,,672.45,672.45
,85,85,4324,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,88.25,0.0325,,,88.25,88.25
,86,86,2675,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,715.56,0.0325,,,715.56,715.56
,87,87,4505,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,683.32,0.0325,,,683.32,683.32
,88,88,2780,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,639.79,0.0325,,,639.79,639.79
,89,89,4530,Highway,100,0.14,1,25,100000,1,0,0.15,4,1,609.21,0.035,,,609.21,609.21
,90,90,4336,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,38.08,0.03,,,38.08,38.08
,91,91,4344,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,146.76,0.0325,,,146.76,146.76
,92,92,4513,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,101.51,0.0325,,,101.51,101.51
,93,93,9345,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,387.11,0.03,,,387.11,387.11
,94,94,10365,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,184.3,0.0325,,,184.3,184.3
,95,95,4544,Highway,100,0.2,1,25,100000,1,0,0.15,4,1,122.73,0.05,,,122.73,122.73
,96,96,4338,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,35.68,0.0325,,,35.68,35.68
,97,97,4642,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,31.19,0.0325,,,31.19,31.19
,98,98,10364,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,0.69,0.0325,,,0.69,0.69
,99,99,2500,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,64.74,0.0325,,,64.74,64.74
,100,100,2514,Highway,100,0.14,1,25,100000,1,0,0.15,4,1,166.76,0.035,,,166.76,166.76
,101,101,2426,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,674.21,0.0625,,,674.21,674.21
,102,102,6438,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,419.59,0.0625,,,419.59,419.59
,103,103,2556,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,650.21,0.0625,,,650.21,650.21
,104,104,10348,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,1758.1,0.0625,,,1758.1,1758.1
,105,105,6629,Highway,100,0.17,1,25,100000,1,0,0.15,4,1,1052.78,0.0425,,,1052.78,1052.78
,106,106,6759,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,626.23,0.0625,,,626.23,626.23
,107,107,10347,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,191.8,0.0625,,,191.8,191.8
,108,108,2555,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,925.55,0.0625,,,925.55,925.55
,109,109,8842,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,1561.48,0.0625,,,1561.48,1561.48
,110,110,10349,Highway,100,0.28,1,25,100000,1,0,0.15,4,1,3871.49,0.07,,,3871.49,3871.49
,111,111,10351,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,707.56,0.0625,,,707.56,707.56
,112,112,6763,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,489.85,0.0625,,,489.85,489.85
,113,113,6918,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,425.68,0.0625,,,425.68,425.68
,114,114,12840,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,615.4,0.0625,,,615.4,615.4
,115,115,4328,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,484.89,0.0625,,,484.89,484.89
,116,116,6933,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,829.47,0.0625,,,829.47,829.47
,117,117,4329,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,846.97,0.0625,,,846.97,846.97
,118,118,7025,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,475.06,0.0625,,,475.06,475.06
,119,119,7029,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,305.94,0.0625,,,305.94,305.94
,120,120,7032,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,427.66,0.0625,,,427.66,427.66
,121,121,10368,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,518.85,0.0625,,,518.85,518.85
,122,122,9232,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,22.55,0.0625,,,22.55,22.55
,123,123,9237,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,319.11,0.0625,,,319.11,319.11
,124,124,4362,Highway,100,0.34,1,25,100000,1,0,0.15,4,1,1.47,0.085,,,1.47,1.47
,125,125,7470,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,839.01,0.0625,,,839.01,839.01
,126,126,2029,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,598.34,0.0625,,,598.34,598.34
,127,127,8053,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,270.81,0.0625,,,270.81,270.81
,128,128,7518,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,471.56,0.0625,,,471.56,471.56
,129,129,2552,Highway,100,0.28,1,25,100000,1,0,0.15,4,1,420.98,0.07,,,420.98,420.98
,130,130,10346,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3048.4,0.125,,,3048.4,3048.4
,131,131,10350,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1987.27,0.125,,,1987.27,1987.27
,132,132,10358,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1539.25,0.1275,,,1539.25,1539.25
,133,133,10366,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2226.29,0.125,,,2226.29,2226.29
,134,134,10370,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1170.12,0.125,,,1170.12,1170.12
,135,135,10371,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1027.9,0.125,,,1027.9,1027.9
,136,136,10372,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2543.73,0.125,,,2543.73,2543.73
,137,137,10373,Highway,100,0.47,1,25,100000,1,0,0.15,4,1,1535.58,0.1175,,,1535.58,1535.58
,138,138,10374,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1836.22,0.125,,,1836.22,1836.22
,139,139,10375,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,2100.66,0.1275,,,2100.66,2100.66
,140,140,10376,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1941.94,0.1275,,,1941.94,1941.94
,141,141,10377,Highway,100,0.55,1,25,100000,1,0,0.15,4,1,2413.7,0.1375,,,2413.7,2413.7
,142,142,10378,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1149.56,0.125,,,1149.56,1149.56
,143,143,10379,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1338.21,0.125,,,1338.21,1338.21
,144,144,10380,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1403.9,0.125,,,1403.9,1403.9
,145,145,10381,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1609.68,0.125,,,1609.68,1609.68
,146,146,10382,Highway,100,0.4,1,25,100000,1,0,0.15,4,1,562.66,0.1,,,562.66,562.66
,147,147,10383,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2177.57,0.125,,,2177.57,2177.57
,148,148,10384,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1747.9,0.1275,,,1747.9,1747.9
,149,149,10385,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1228.81,0.1275,,,1228.81,1228.81
,150,150,10386,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1453.41,0.125,,,1453.41,1453.41
,151,151,10387,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,3189.3,0.14,,,3189.3,3189.3
,152,152,10388,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1522.28,0.125,,,1522.28,1522.28
,153,153,10389,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1836.42,0.125,,,1836.42,1836.42
,154,154,10390,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1048.54,0.125,,,1048.54,1048.54
,155,155,10391,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1698.57,0.125,,,1698.57,1698.57
,156,156,10392,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1355.14,0.1275,,,1355.14,1355.14
,157,157,10393,Highway,100,0.37,1,25,100000,1,0,0.15,4,1,357.61,0.0925,,,357.61,357.61
,158,158,10394,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1931.02,0.125,,,1931.02,1931.02
,159,159,10395,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1835.87,0.125,,,1835.87,1835.87
,160,160,10396,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1272.61,0.125,,,1272.61,1272.61
,161,161,10397,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1633.97,0.125,,,1633.97,1633.97
,162,162,10398,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,861.47,0.125,,,861.47,861.47
,163,163,10399,Highway,100,0.47,1,25,100000,1,0,0.15,4,1,1403.94,0.1175,,,1403.94,1403.94
,164,164,10400,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1545.39,0.125,,,1545.39,1545.39
,165,165,10401,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2128.07,0.125,,,2128.07,2128.07
,166,166,10402,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1203.74,0.125,,,1203.74,1203.74
,167,167,10403,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1998.27,0.125,,,1998.27,1998.27
,168,168,10404,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1121.48,0.1275,,,1121.48,1121.48
,169,169,10405,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1639.63,0.125,,,1639.63,1639.63
,170,170,10406,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1533.94,0.125,,,1533.94,1533.94
,171,171,10407,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1613.6,0.125,,,1613.6,1613.6
,172,172,10408,Highway,100,0.49,1,25,100000,1,0,0.15,4,1,779.9,0.1225,,,779.9,779.9
,173,173,10409,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1559.8,0.1275,,,1559.8,1559.8
,174,174,10410,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1677.97,0.125,,,1677.97,1677.97
,175,175,10411,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1354.47,0.125,,,1354.47,1354.47
,176,176,10412,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,731.44,0.1275,,,731.44,731.44
,177,177,10413,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1282.55,0.125,,,1282.55,1282.55
,178,178,10414,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1040.14,0.125,,,1040.14,1040.14
,179,179,10415,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1001.39,0.1275,,,1001.39,1001.39
,180,180,10416,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1084.41,0.125,,,1084.41,1084.41
,181,181,10417,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1174.62,0.125,,,1174.62,1174.62
,182,182,10418,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,722.9,0.125,,,722.9,722.9
,183,183,10419,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,812.05,0.125,,,812.05,812.05
,184,184,10420,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1024.49,0.125,,,1024.49,1024.49
,185,185,10421,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,676.25,0.125,,,676.25,676.25
,186,186,10422,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,782.65,0.125,,,782.65,782.65
,187,187,10423,Highway,100,0.58,1,25,100000,1,0,0.15,4,1,916.2,0.145,,,916.2,916.2
,188,188,10424,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,786.65,0.125,,,786.65,786.65
,189,189,10425,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,747.98,0.125,,,747.98,747.98
,190,190,10426,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1125.85,0.125,,,1125.85,1125.85
,191,191,10427,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1157.01,0.125,,,1157.01,1157.01
,192,192,10428,Highway,100,0.57,1,25,100000,1,0,0.15,4,1,82.49,0.1425,,,82.49,82.49
,193,193,10429,Highway,100,0.58,1,25,100000,1,0,0.15,4,1,209.39,0.145,,,209.39,209.39
,194,194,10430,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,600.29,0.125,,,600.29,600.29
,195,195,10431,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1022.87,0.125,,,1022.87,1022.87
,196,196,10432,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1124.59,0.125,,,1124.59,1124.59
,197,197,10433,Highway,100,0.57,1,25,100000,1,0,0.15,4,1,1045.82,0.1425,,,1045.82,1045.82
,198,198,10434,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,5.6,0.14,,,5.6,5.6
,199,199,10435,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,23.99,0.125,,,23.99,23.99
,200,200,10436,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,642.96,0.125,,,642.96,642.96
,201,201,10437,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,671.25,0.1275,,,671.25,671.25
,202,202,10438,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,1084.67,0.14,,,1084.67,1084.67
,203,203,10439,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,264,0.14,,,264,264
,204,204,10440,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,22.4,0.125,,,22.4,22.4
,205,205,10441,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,604.99,0.125,,,604.99,604.99
,206,206,10442,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,661.19,0.125,,,661.19,661.19
,207,207,10443,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,434.05,0.14,,,434.05,434.05
,208,208,10444,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,1152.17,0.14,,,1152.17,1152.17
,209,209,10445,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,594.46,0.125,,,594.46,594.46
,210,210,10446,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,123.98,0.125,,,123.98,123.98
,211,211,10447,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3.29,0.125,,,3.29,3.29
,212,212,10448,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,578.85,0.14,,,578.85,578.85
,213,213,10449,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,198.93,0.14,,,198.93,198.93
,214,214,10450,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,850.12,0.125,,,850.12,850.12
,215,215,10451,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,616.49,0.1275,,,616.49,616.49
,216,216,10452,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,499.66,0.1275,,,499.66,499.66
,217,217,10453,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,464.03,0.125,,,464.03,464.03
,218,218,10454,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,611.84,0.14,,,611.84,611.84
,219,219,10455,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,575.9,0.125,,,575.9,575.9
,220,220,10456,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,507.37,0.125,,,507.37,507.37
,221,221,10457,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,489.53,0.125,,,489.53,489.53
,222,222,10458,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,919.1,0.125,,,919.1,919.1
,223,223,10459,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1211.55,0.125,,,1211.55,1211.55
,224,224,10460,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,668.46,0.125,,,668.46,668.46
,225,225,10461,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,793.47,0.125,,,793.47,793.47
,226,226,10462,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,375.49,0.125,,,375.49,375.49
,227,227,10463,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,464.71,0.125,,,464.71,464.71
,228,228,10464,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,648.01,0.125,,,648.01,648.01
,229,229,10465,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,219.67,0.125,,,219.67,219.67
,230,230,10466,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,374.04,0.125,,,374.04,374.04
,231,231,10467,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,547.29,0.125,,,547.29,547.29
,232,232,10468,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,553.41,0.125,,,553.41,553.41
,233,233,10469,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,514.94,0.125,,,514.94,514.94
,234,234,10470,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,528.2,0.125,,,528.2,528.2
,235,235,10471,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,624.23,0.125,,,624.23,624.23
,236,236,10472,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,389.08,0.125,,,389.08,389.08
,237,237,10473,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,340.21,0.125,,,340.21,340.21
,238,238,10474,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,180.09,0.1275,,,180.09,180.09
,239,239,10475,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,349.25,0.125,,,349.25,349.25
,240,240,10476,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,193.71,0.125,,,193.71,193.71
,241,241,10477,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,544.96,0.125,,,544.96,544.96
,242,242,10478,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,515.29,0.125,,,515.29,515.29
,243,243,10479,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,526.27,0.125,,,526.27,526.27
,244,244,10480,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,235.68,0.1275,,,235.68,235.68
